doi,year,type,title,authors,venue,cited_by_count,is_oa,oa_url,abstract,found_by,pavement_hit,drift_hit,label_hybrid,screen_ti_ab,screen_fulltext,exclusion_reason,hybridisation_type,self_describes_as_hybrid,optimiser,base_learner,pavement_domain,pavement_family,data_source,n_samples,n_inputs,split_protocol,external_validation,leakage_risk,hyperparam_reporting,baseline_strength,premium_computable,premium_value,budget_parity_reported,optimiser_novelty_claim,repeated_runs_reported,uncertainty_quantified,interpretability_method,metrics_reported,best_reported_R2,best_reported_F1,code_available,data_available,deployment_evidence,critique_note
10.1016/j.conbuildmat.2022.129165,2022,journal-article,Predicting bedrock depth under asphalt pavement through a data-driven method based on particle swarm optimization-back propagation neural network,"Wang, Yujing; Zhao, Yanqing",Construction and Building Materials,24,,,,A:particle swarm optimization pavement | A:particle swarm optimization asphalt pavement | A:teaching-learning-based optimization asphalt pavement | A:swarm intelligence asphalt pavement | B:artificial neural network asphalt pavement | B:convolutional neural network asphalt pavement | B:recurrent neural network asphalt pavement | B:graph neural network asphalt pavement | B:physics-informed neural network asphalt pavement | B:wavelet neural network asphalt pavement | B:group method of data handling asphalt pavement | C:data-driven model pavement | C:data-driven model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/su14105938,2022,journal-article,A Novel Neural Computing Model Applied to Estimate the Dynamic Modulus (DM) of Asphalt Mixtures by the Improved Beetle Antennae Search,"Huang, Jiandong; Zhou, Mengmeng; Sabri, Mohanad Muayad Sabri; Yuan, Hongwei",Sustainability,24,,,"To accurately estimate the dynamic properties of the asphalt mixtures to be used in the Mechanistic-Empirical Pavement Design Guide (MEPDG), a novel neural computing model using the improved beetle antennae search was developed. Asphalt mixtures were designed conventionally by eight types of aggregate gradations and two types of asphalt binders. The dynamic modulus (DM) tests were conducted under 3 temperatures and 3 loading frequencies to construct 144 datasets for the machine learning process. A novel neural network model was developed by using an improved beetle antennae search (BAS) algorithm to adjust the hyperparameters more efficiently. The predictive results of the proposed model were determined by R and RMSE and the importance score of the input parameters was assessed as well. The prediction performance showed that the improved BAS algorithm can effectively adjust the hyperparameters of the neural network calculation model, and built the asphalt mixture DM prediction model has higher reliability and effectiveness than the random hyperparameter selection. The mixture model can accurately evaluate and predict the DM of the asphalt mixture to be used in MEPDG. The dynamic shear modulus of the asphalt binder is the most important parameter that affects the DM of the asphalt mixtures because of its high correlation with the adhesive effect in the composition. The phase angle of the binder showed the highest influence on the DM of the asphalt mixtures in the remaining variables. The importance of these influences can provide a reference for the future design of asphalt mixtures.",A:beetle antennae search pavement | A:beetle antennae search asphalt pavement | A:beetle antennae search subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2022.2065488,2022,journal-article,Two-step deep learning approach for pavement crack damage detection and segmentation,"Jiang, Yongqing; Pang, Dandan; Li, Chengdong; Yu, Yulong; Cao, Yukang",International Journal of Pavement Engineering,24,,,,B:deep learning pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.autcon.2022.104504,2022,journal-article,Deep learning for estimating pavement roughness using synthetic aperture radar data,"Bashar, Mohammad Z.; Torres-Machi, Cristina",Automation in Construction,24,,,,B:deep learning pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2022.2057975,2022,journal-article,Developing an optimized faulting prediction model in Jointed Plain Concrete Pavement using artificial neural networks and random forest methods,"Ehsani, Mehrdad; Moghadas Nejad, Fereidoon; Hajikarimi, Pouria",International Journal of Pavement Engineering,24,,,,B:random forest pavement | B:random forest asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1109/tits.2022.3201968,2022,journal-article,ConTrack Distress Dataset: A Continuous Observation for Pavement Deterioration Spatio-Temporal Analysis,"Li, Yishun; Liu, Chenglong; Gao, Qian; Wu, Difei; Li, Feng; Du, Yuchuan",IEEE Transactions on Intelligent Transportation Systems,24,,,,C:hybrid intelligent model pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2020.1837827,2020,journal-article,Incorporating pavement deterioration uncertainty into pavement management optimization,"García-Segura, Tatiana; Montalbán-Domingo, Laura; Llopis-Castelló, David; Lepech, Michael D.; Sanz, M. Amalia; Pellicer, Eugenio",International Journal of Pavement Engineering,24,,,,A:arithmetic optimization pavement | A:coot optimization pavement | A:dipper throated optimization pavement | A:fennec fox optimization pavement | A:dingo optimization algorithm pavement | A:bayesian optimization pavement | A:hyperparameter optimization pavement | A:metaheuristic optimization pavement | A:evolutionary optimization pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2019.117018,2020,journal-article,Enhancing heat release of asphalt pavement by a gradient heat conduction channel,"Jiang, Lei; Wang, Shengyue",Construction and Building Materials,24,,,,B:gradient boosting asphalt pavement | B:extreme gradient boosting asphalt pavement | B:light gradient boosting asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2020.1857759,2020,journal-article,Optimal pavement management strategy development with a stochastic model and its practical application to Ugandan national roads,"Obunguta, Felix; Matsushima, Kakuya",International Journal of Pavement Engineering,24,,,,C:hybrid model pavement | C:surrogate model pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.soildyn.2019.03.001,2019,journal-article,Field evaluation of subgrade soils under dynamic loads using orthogonal earth pressure transducers,"Lin, Peiyuan; Tang, Liansheng; Ni, Pengpeng",Soil Dynamics and Earthquake Engineering,24,,,,A:genetic algorithm subgrade soil | A:differential evolution subgrade soil | A:bat algorithm subgrade soil | A:jaya algorithm subgrade soil | A:arithmetic optimization subgrade soil | A:equilibrium optimizer subgrade soil | A:political optimizer subgrade soil | A:coot optimization subgrade soil | A:bayesian optimization subgrade soil | A:optuna subgrade soil | A:evolutionary optimization subgrade soil | B:deep learning subgrade soil | B:transformer network subgrade soil | B:categorical boosting subgrade soil | C:hybrid model subgrade soil | C:surrogate model subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2018.1562189,2019,journal-article,Dynamics of vehicle–pavement system based on a viscoelastic Euler–Bernoulli beam model,"Snehasagar, G.; Krishnanunni, C.G.; Rao, B.N.",International Journal of Pavement Engineering,24,,,,C:hybrid model pavement | C:surrogate model pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2018.10.147,2018,journal-article,Study of the time-dependent thermal behavior of the multilayer asphalt concrete pavement in permafrost regions,"Pei, Wansheng; Jin, Long; Zhang, Mingyi; Li, Shuangyang; Lai, Yuanming",Construction and Building Materials,24,,,,B:multilayer perceptron asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2018.1512712,2018,journal-article,Prediction modelling of rutting depth index for asphalt pavement using de-noising method,"Fang, Mingjing; Han, Chengjia; Xiao, Yue; Han, Zhongzhao; Wu, Shaopeng; Cheng, Meng",International Journal of Pavement Engineering,24,,,,B:group method of data handling asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2017.1356172,2017,journal-article,Correlation between pavement temperature and deflection basin form factors of asphalt pavement,"Zheng, Yuanxun; Zhang, Peng; Liu, Heng",International Journal of Pavement Engineering,24,,,,A:political optimizer pavement | A:optuna pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1139/cjce-2017-0132,2017,journal-article,Development of an artificial neural network model to predict subgrade resilient modulus from continuous deflection testing,"Elbagalati, Omar; Elseifi, Mostafa A.; Gaspard, Kevin; Zhang, Zhongjie",Canadian Journal of Civil Engineering,24,,,"The subgrade resilient modulus is an important parameter in pavement analysis and design. However, available non-destructive testing devices such as the falling weight deflectometer (FWD) have limitations that prevent their widespread use at the network level. This study describes the development of a model that utilizes the rolling wheel deflectometer (RWD) measurements to predict the subgrade resilient modulus at the network level for flexible pavements. Measurements of RWD and FWD obtained from a testing program conducted in Louisiana were used to train an artificial neural network (ANN) based model. The ANN model was validated using data from a testing program independently conducted in Minnesota. The ANN model showed acceptable accuracy in both the development and validation phases with coefficients of determination of 0.73 and 0.72, respectively. Furthermore, the limits of agreement methodology showed that 95% of the differences between the subgrade resilient modulus calculated based on FWD and RWD measurements will not exceed the range of ±21 MPa (±3 ksi).",B:artificial neural network subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1061/(asce)gm.1943-5622.0000723,2017,journal-article,Prediction of Resilient Modulus of Lime-Treated Subgrade Soil Using Different Kernels of Support Vector Machine,"Heidaripanah, Ali; Nazemi, Mojtaba; Soltani, Fazlollah",International Journal of Geomechanics,24,,,,B:extreme learning machine subgrade soil | B:support vector regression subgrade soil | C:hybrid machine learning subgrade soil | C:optimized machine learning subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2016.1162731,2016,journal-article,Utilisation of warm-mix asphalt technology to improve bituminous mixtures containing reclaimed asphalt pavement,"El Sharkawy, Sheriff A.; Wahdan, Abdallah H.; Galal, Sameh A.",Road Materials and Pavement Design,24,,,,A:genetic algorithm asphalt pavement | A:differential evolution asphalt pavement | A:simulated annealing asphalt pavement | A:harmony search asphalt pavement | A:cuckoo search asphalt pavement | A:firefly algorithm asphalt pavement | A:bat algorithm asphalt pavement | A:jaya algorithm asphalt pavement | A:marine predators algorithm asphalt pavement | A:arithmetic optimization asphalt pavement | A:equilibrium optimizer asphalt pavement | A:political optimizer asphalt pavement | A:coot optimization asphalt pavement | A:fennec fox optimization asphalt pavement | A:dingo optimization algorithm asphalt pavement | A:gravitational search algorithm asphalt pavement | A:bayesian optimization asphalt pavement | A:tree-structured parzen estimator asphalt pavement | A:optuna asphalt pavement | A:hyperparameter optimization asphalt pavement | A:metaheuristic optimization asphalt pavement | A:nature-inspired algorithm asphalt pavement | A:swarm intelligence asphalt pavement | A:evolutionary optimization asphalt pavement | B:multilayer perceptron asphalt pavement | B:transformer network asphalt pavement | B:random forest asphalt pavement | B:gradient boosting asphalt pavement | B:categorical boosting asphalt pavement | B:light gradient boosting asphalt pavement | B:gaussian process regression asphalt pavement | B:gene expression programming asphalt pavement | B:evolutionary polynomial regression asphalt pavement | B:stacking ensemble asphalt pavement | C:soft computing asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.12989/gae.2015.8.2.133,2015,journal-article,Modeling of transient temperature distribution in multilayer asphalt pavement,"Teltayev, Bagdat B.; Aitbayev, Koblanbek",Geomechanics and Engineering,24,,,,B:multilayer perceptron asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.trgeo.2015.03.001,2015,journal-article,Data based model to estimate subgrade moisture variation case study: Low volume pavement in North Texas,"Hedayati, Mahsa; Hossain, Sahadat",Transportation Geotechnics,24,,,,C:data-driven model subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s12205-014-0394-5,2014,journal-article,Development of a rutting performance model for asphalt concrete pavement based on test road and accelerated pavement test data,"Suh, Young-Chan; Cho, Nam-Hyun",KSCE Journal of Civil Engineering,24,,,,C:hybrid model pavement performance | C:hybrid intelligent model pavement performance | C:data-driven model pavement | C:data-driven model asphalt pavement | C:data-driven model pavement performance | C:surrogate model pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2014.988171,2014,journal-article,Variability characterisation of input parameters in pavement performance evaluation,"Kalita, Kuldeep; Rajbongshi, Pabitra",Road Materials and Pavement Design,24,,,,C:hybrid model pavement performance | C:surrogate model pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/jimaging10050100,2024,journal-article,DepthCrackNet: A Deep Learning Model for Automatic Pavement Crack Detection,"Saberironaghi, Alireza; Ren, Jing",Journal of Imaging,23,,,"Detecting cracks in the pavement is a vital component of ensuring road safety. Since manual identification of these cracks can be time-consuming, an automated method is needed to speed up this process. However, creating such a system is challenging due to factors including crack variability, variations in pavement materials, and the occurrence of miscellaneous objects and anomalies on the pavement. Motivated by the latest progress in deep learning applied to computer vision, we propose an effective U-Net-shaped model named DepthCrackNet. Our model employs the Double Convolution Encoder (DCE), composed of a sequence of convolution layers, for robust feature extraction while keeping parameters optimally efficient. We have incorporated the TriInput Multi-Head Spatial Attention (TMSA) module into our model; in this module, each head operates independently, capturing various spatial relationships and boosting the extraction of rich contextual information. Furthermore, DepthCrackNet employs the Spatial Depth Enhancer (SDE) module, specifically designed to augment the feature extraction capabilities of our segmentation model. The performance of the DepthCrackNet was evaluated on two public crack datasets: Crack500 and DeepCrack. In our experimental studies, the network achieved mIoU scores of 77.0% and 83.9% with the Crack500 and DeepCrack datasets, respectively.",B:deep learning pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.36680/j.itcon.2024.055,2024,journal-article,Automatic crack classification on asphalt pavement surfaces using convolutional neural networks and transfer learning,"Matarneh, Sandra; Elghaish, Faris; Edwards, David John; Rahimian, Farzad Pour; Abdellatef, Essam; Ejohwomu, Obuks",Journal of Information Technology in Construction,23,,,"Asphalt pavement cracks constitute a prevalent and severe distress of surfacing materials and before selecting the appropriate repair strategy, the type of deterioration must be classified to identify root causes. Efficient detection and classification minimize concomitant costs and simultaneously increase pavement service life. This study adopts convolutional neural networks (CNN) for asphalt pavement crack detection using secondary data available via the CRACK500 dataset and other datasets provided by GitHub. This dataset had four types of cracks viz.: horizontal, vertical, diagonal and alligator. Five pre-trained CNN models trained by ImageNet were also trained and evaluated for transfer learning. Emergent results demonstrate that the EfficientNet B3 is the most reliable model and achieved results of 94% F1_Score and 94% accuracy. This model was trained on the same dataset by performing transfer learning on pre-trained weights of ImageNet and fine-tuning the CNN. Results revealed that the modified model shows better classification performance with 96% F1_Score and 96% accuracy. This high classification accuracy was achieved by a combination of effective transfer-learning of ImageNet weight and fine-tuning of the top layers of EfficientNet B3 architecture to satisfy classification requirements. Finally, confusion matrices demonstrated that some classes of cracks performed better than others in terms of generalization. Further additional advancement with fine-tuned pre-trained models is therefore required. This study showed that the high classification results resulted from using a successful transfer learning of ImageNet weights, and fine-tuning.",B:convolutional neural network asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/s40996-023-01192-w,2023,journal-article,Predictive Modeling of Modified Asphalt Mixture Rutting Potentials: Machine Learning Approach,"Usanga, Idorenyin Ndarake; Ikeagwuani, Chijioke Christopher; Etim, Roland Kufre; Attah, Imoh Christopher","Iranian Journal of Science and Technology, Transactions of Civil Engineering",23,,,,C:hybrid machine learning asphalt mixture | C:explainable machine learning asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.cscm.2022.e00991,2022,journal-article,Introducing mathematical modeling to estimate pavement quality index of flexible pavements based on genetic algorithm and artificial neural networks,"Hanandeh, Shadi",Case Studies in Construction Materials,23,,,,A:genetic algorithm pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/recycling7040047,2022,journal-article,Skid Resistance Performance of Asphalt Mixtures Containing Recycled Pavement Materials under Simulated Weather Conditions,"Pomoni, Maria; Plati, Christina",Recycling,23,,,"One of the challenges of using recycled materials in road structures is to maintain safe and durable pavements. A multitude of research has been conducted over the years on various recycled materials, with a focus on the structural performance of pavements. Another crucial, but almost overlooked, aspect is the pavement’s ability to provide adequate skid resistance for road users under different climatic conditions. With this in mind, the present study aimed to investigate the skid resistance of asphalt mixtures containing two different types of recycled materials under laboratory-simulated weather conditions. Conventional hot-mix asphalt (HMA) and mixtures containing either reclaimed asphalt pavement (RAP) for aggregate replacement or crumb rubber (CR) as a bitumen additive were prepared and tested at different temperatures and different surface conditions (i.e., dry/wet) following a wetting protocol. Skid resistance was measured using a British Pendulum Tester (BPT). The results showed that the recycled mixtures performed similarly to conventional ones in terms of the skid resistance when the temperature was varied and under variable simulated surface conditions too. In some cases, they performed even better than conventional mixtures. Overall, a promising potential is demonstrated towards the use of the investigated recycled materials in asphalt surface courses.",A:simulated annealing asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1061/(asce)cp.1943-5487.0001022,2022,journal-article,Pavement Distress Recognition via Wavelet-Based Clustering of Smartphone Accelerometer Data,"Kamranfar, Parastoo; Lattanzi, David; Shehu, Amarda; Stoffels, Shelley",Journal of Computing in Civil Engineering,23,,,,C:soft computing pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2021.2001813,2021,journal-article,Data cleaning framework for highway asphalt pavement inspection data based on artificial neural networks,"Han, Chengjia; Zhang, Weiguang; Ma, Tao",International Journal of Pavement Engineering,23,,,,A:artificial bee colony asphalt pavement | B:artificial neural network pavement | B:artificial neural network asphalt pavement | B:convolutional neural network asphalt pavement | B:recurrent neural network asphalt pavement | B:graph neural network asphalt pavement | B:wavelet neural network asphalt pavement | B:group method of data handling asphalt pavement | C:data-driven model pavement | C:data-driven model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2021.1993219,2021,journal-article,Prediction of flexible pavement 3-D finite element responses using Bayesian neural networks,"Okte, Egemen; Al-Qadi, Imad L.",International Journal of Pavement Engineering,23,,,,A:bayesian optimization pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/app11125698,2021,journal-article,Recycling Aged Asphalt Using Hard Asphalt Binder for Hot-Mixing Recycled Asphalt Mixture,"Zhou, Jian; Li, Jing; Liu, Guoqiang; Yang, Tao; Zhao, Yongli",Applied Sciences,23,,,"Increasing the content of reclaimed asphalt pavement material (RAP) in hot-mix recycled asphalt mixture (RHMA) with a satisfactory performance has been a hot topic in recent years. In this study, the performances of Trinidad lake asphalt (TLA), virgin asphalt binder, and aged asphalt binder were first compared, and then the modification mechanism of TLA on virgin asphalt and aged asphalt was explored. Furthermore, the RHMA was designed in accordance with the French norm NF P 98-140 containing 50% and 100% RAP, and their high-temperature stability, low-temperature cracking resistance, and fatigue performances were tested to be compared with the conventional dense gradation AC-20 asphalt mixture. The results show that the addition of TLA changes the component proportion of virgin asphalt binder, but no new functional groups are produced. The hard asphalt binder modified by TLA has a better rutting resistance, while the fatigue and cracking resistance is lower, compared to both aged and virgin asphalt. The high-modulus design concept of RHMA is a promising way to increase the RAP content in RHMA with acceptable performance. Generally, the RHMA with 50% RAP has similar properties to AC-20. And, when the RAP content reaches 100%, the high- and low-temperature performance and anti-fatigue performance of RHMA are better than AC-20 mixture. Thus, recycling aged asphalt using hard asphalt binder for hot-mixing recycled asphalt mixture to increase the RAP content is feasible.",C:hybrid model asphalt mixture | C:hybrid machine learning asphalt mixture | C:hybrid intelligent model asphalt mixture | C:soft computing asphalt mixture | C:data-driven model asphalt mixture | C:surrogate model asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2020.121235,2021,journal-article,A data-driven model for phase angle behaviour of asphalt concrete mixtures based on convolutional neural network,"Hussain, Fizza; Ali, Yasir; Irfan, Muhammad; Ashraf, Murtaza; Ahmed, Shafeeq",Construction and Building Materials,23,,,,C:data-driven model asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2020.1802024,2020,journal-article,Experimental investigation of the effect of Micro Silica on roller compacted concrete pavement made of recycled asphalt pavement materials,"Rezaei, Mohammad Reza; Abdi Kordani, Ali; Zarei, Mohammad",International Journal of Pavement Engineering,23,,,,A:forensic-based investigation optimization asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.3390/app10113862,2020,journal-article,A Creep Model of Asphalt Mixture Based on Variable Order Fractional Derivative,"Luo, Wenbo; Li, Bo; Zhang, Yongjun; Yin, Boyuan; Dai, Jingling",Applied Sciences,23,,,"In order to quantitatively describe the time-varying mechanical properties of asphalt mixture during creep process, a nonlinear viscoelastoplastic creep model was proposed, by using variable-order fractional calculus. The differential order of the variable-order fractional element of the model is no longer constant, but a variable that changes with time, which reflects the changes of the mechanical properties of the material during the creep process. Whereas the tertiary creep phase is modeled by the viscoplastic element with time-varying viscosity, which is attributed to damage evolution. The uniaxial creep compression tests of AC-13C asphalt mixture under different stress levels (0.7 MPa, 0.9 MPa, 1.1 MPa, 1.3 MPa, 1.5 MPa, 1.7 MPa) were carried out with MTS-809 testing machine at 25 °C, and the test results were analyzed by the model using Levenberg–Marquardt optimization algorithm. It is shown that creep damage occurs when the applied stress exceeds a certain critical value, and the damage incubation time depends on the applied stress level. The higher stress decreases the damage incubation time. The model is in good agreement with the experimental results, and is applicable to describe the entire creep process, which consists of primary, steady and tertiary stages. Moreover, the variation of the model parameter can describe the change of viscoelastic properties of the material during the creep process. The differential order of the variable-order fractional element is constant during the primary creep stage, indicating that the creep behavior of the asphalt mixture is linear viscoelastic in small strain range. For the same stress level, the fractional order of the steady creep stage is greater than that of the primary creep stage, and it increases with the increasing stress level, which shows that the viscous behavior in the steady creep is more remarkable than that in the primary creep, and the higher the stress level, the more prominent the viscous performance exhibits.",C:hybrid model asphalt mixture | C:hybrid intelligent model asphalt mixture | C:data-driven model asphalt mixture | C:surrogate model asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2019.1571208,2019,journal-article,Integrated airport pavement management using a hybrid approach of Markov Chain and supervised multi-objective genetic algorithms,"Ansarilari, Zahra; Golroo, Amir",International Journal of Pavement Engineering,23,,,,A:genetic algorithm pavement | B:multi-gene genetic programming pavement | C:hybrid model pavement | C:hybrid model pavement performance | C:hybrid intelligent model pavement | C:hybrid intelligent model pavement performance,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/0305215x.2019.1677636,2019,journal-article,An intelligent decision-making framework for asphalt pavement maintenance using the clustering-PageRank algorithm,"Han, Chengjia; Fang, Mingjing; Ma, Tao; Cao, Hongyou; Peng, Hao",Engineering Optimization,23,,,,A:whale optimization algorithm asphalt pavement | A:grasshopper optimization algorithm asphalt pavement | A:arithmetic optimization asphalt pavement | A:coot optimization asphalt pavement | A:fennec fox optimization asphalt pavement | A:dingo optimization algorithm pavement | A:dingo optimization algorithm asphalt pavement | A:bayesian optimization asphalt pavement | A:hyperparameter optimization asphalt pavement | A:metaheuristic optimization asphalt pavement | A:evolutionary optimization asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.mtcomm.2017.11.007,2019,journal-article,Mixture-property-independent asphalt film thickness model,"Al-Khateeb, Ghazi G.; Shenoy, Aroon",Materials Today Communications,23,,,,C:hybrid model asphalt mixture | C:hybrid intelligent model asphalt mixture | C:data-driven model asphalt mixture | C:surrogate model asphalt mixture,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2018.1483504,2018,journal-article,Influence of diatomite filler on rheological properties of porous asphalt mastic,"Mohd Shukry, Nurul Athma; Abdul Hassan, Norhidayah; Abdullah, Mohd Ezree; Hainin, Mohd Rosli; Yusoff, Nur Izzi Md.; Mahmud, Mohd Zul Hanif; Putra Jaya, Ramadhansyah; Warid, Muhammad Naqiuddin Mohd; Mohd Satar, Mohd Khairul Idham",International Journal of Pavement Engineering,23,,,,A:jaya algorithm pavement | A:jaya algorithm asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2018.1536611,2018,journal-article,The use of compressible packing model and modified asphalt binders in high-modulus asphalt mix design,"Baghaee Moghaddam, Taher; Baaj, Hassan",Road Materials and Pavement Design,23,,,,C:hybrid model asphalt pavement | C:hybrid intelligent model asphalt pavement | C:data-driven model asphalt pavement | C:surrogate model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2016.1138880,2016,journal-article,Modelling moisture-mechanical damage in asphalt mixtures using random microstructures and a continuum damage formulation,"Castillo, Daniel; Caro, Silvia; Darabi, Masoud; Masad, Eyad",Road Materials and Pavement Design,23,,,,B:random forest pavement | B:random forest asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2014.893322,2014,journal-article,Dynamic model and criteria indices of semi-rigid base asphalt pavement,"Dong, Zhonghong; Ni, Fengying",International Journal of Pavement Engineering,23,,,,C:hybrid model pavement | C:hybrid model asphalt pavement | C:hybrid intelligent model pavement | C:hybrid intelligent model asphalt pavement | C:data-driven model asphalt pavement | C:surrogate model pavement | C:surrogate model asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/10298436.2011.653565,2012,journal-article,Effect of temperature on fatigue performance of hot mix asphalt tested under model mobile load simulator,"Bhattacharjee, Sudip; Mallick, Rajib B.",International Journal of Pavement Engineering,23,,,,C:hybrid model pavement performance | C:hybrid intelligent model pavement performance | C:data-driven model pavement performance | C:surrogate model pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2011.9695250,2011,journal-article,A Fracture Energy Approach to Model the Thermal Cracking Performance of Asphalt Rubber Mixtures,"Zborowski, Aleksander; Kaloush, Kamil Elias",Road Materials and Pavement Design,23,,,,C:hybrid model pavement performance | C:hybrid intelligent model pavement performance | C:data-driven model pavement performance | C:surrogate model pavement performance,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1061/(asce)1084-0680(2007)12:2(96),2007,journal-article,Effects of Extreme Scour and Soil Subgrade Modulus on Bridge Pile Bent Buckling,"Hughes, Doug; Ramey, George E.; Hughes, Mary L.",Practice Periodical on Structural Design and Construction,23,,,,B:extreme learning machine subgrade soil,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.conbuildmat.2024.139540,2025,journal-article,A novel CPO-CNN-LSTM based deep learning approach for multi-time scale deflection basin area prediction in asphalt pavement,"Chen, Shuting; Cao, Jinde; Wan, Ying; Huang, Wei; Abdel-Aty, Mahmoud",Construction and Building Materials,22,,,,B:deep learning asphalt pavement,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.32604/cmc.2024.057213,2025,journal-article,A Hybrid Approach for Pavement Crack Detection Using Mask R-CNN and Vision Transformer Model,"Alshawabkeh, Shorouq; Dong, Daojun; Cheng, Yao; Li, Liping; Wu, Li","Computers, Materials &amp; Continua",22,,,,C:hybrid model pavement | C:hybrid intelligent model pavement,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016/j.engappai.2024.109175,2024,journal-article,A novel model for the pavement distress segmentation based on multi-level attention DeepLabV3+,"Li, Feifei; Mou, Yongli; Zhang, Zeyu; Liu, Quan; Jeschke, Sabina",Engineering Applications of Artificial Intelligence,22,,,,C:hybrid model pavement distress | C:hybrid intelligent model pavement distress | C:surrogate model pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1080/14680629.2023.2219338,2023,journal-article,"Detection and classification of pavement damages using wavelet scattering transform, fractal dimension by box-counting method and machine learning algorithms","Tello-Cifuentes, Lizette; Marulanda, Johannio; Thomson, Peter",Road Materials and Pavement Design,22,,,,B:extreme learning machine pavement | C:hybrid machine learning pavement | C:hybrid machine learning pavement distress | C:optimized machine learning pavement | C:optimized machine learning pavement distress,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
